image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_angle
1234,46.18013,8.763468,9.263345,4.1978807,5,39.0,8.224571,3.4460268,11,5.0572724,0.45975202,73.663895
1235,30.764496,6.873308,4.4051657,4.3520203,5,25.0,5.5931587,4.712405,11,2.798704,0.2544276,67.36931
1236,35.804295,6.139114,9.310208,4.1916037,5,30.0,6.4193707,3.2386923,11,3.7074425,0.33704025,74.3732
1237,27.88574,5.936039,5.1237392,3.084391,5,24.0,5.4416447,5.7940483,3,0.6775156,0.22583856,74.10167
1238,35.274548,3.9521523,9.575768,4.166193,5,33.0,6.785948,2.1942449,5,1.3448135,0.2689627,71.583176
1239,41.78469,7.138868,12.996801,4.3134108,5,33.0,7.050483,2.2759812,12,6.532275,0.5443563,69.25414
1240,25.840591,4.233333,6.826445,4.402339,6,23.0,4.306765,0.0,0,0.0,0.0,0.0
1241,44.3563,5.4830256,10.794218,3.854392,5,40.0,8.405755,4.1363187,8,2.3275304,0.2909413,83.24848
1242,48.77522,8.372939,7.8574414,3.611848,5,41.0,8.585798,2.9359608,15,5.8462243,0.3897482,75.67607
1243,26.0694,6.139114,5.6704793,4.2905703,5,24.0,5.21388,0.0,0,0.0,0.0,0.0
1244,58.7565,5.436162,14.152767,4.156147,5,49.0,10.259871,4.802907,19,7.4571505,0.39248163,70.27465
1245,58.70382,9.747601,14.855719,4.0669637,5,46.0,9.927891,3.1161528,21,9.064369,0.43163663,66.76315
1246,82.70914,14.949446,22.556948,3.8715842,5,80.0,16.364391,3.3868728,2,0.88717663,0.44358835,52.59029
1247,106.43983,8.419803,26.790281,3.8712842,5,84.0,17.275133,3.6574802,35,20.064165,0.57326174,68.01168
1248,31.256882,4.420787,9.810085,4.3145366,5,29.0,6.251376,0.0,0,0.0,0.0,0.0
1249,34.09485,4.32706,5.8423123,4.2617617,6,32.0,5.682475,0.0,0,0.0,0.0,0.0
1250,35.082386,4.4832716,5.8423123,4.098939,5,33.0,7.016477,0.0,0,0.0,0.0,0.0
1251,42.091385,10.997293,9.950676,4.222533,6,40.0,7.015231,0.0,0,0.0,0.0,0.0
1252,27.700645,9.700738,8.935301,4.159724,5,26.0,5.540129,0.0,0,0.0,0.0,0.0
1253,46.375084,5.4049196,14.7619915,3.8285303,6,42.0,7.4914713,8.240334,5,1.4262515,0.28525028,71.6458
1254,52.365864,14.308978,17.058302,4.200614,5,44.0,9.250899,2.6676507,15,6.1113687,0.4074246,69.489624
1255,39.719418,7.4200487,14.652644,3.6235476,3,37.0,12.814669,4.7109327,6,1.2754126,0.21256876,79.45899
1256,41.37951,11.4190645,9.232103,3.9158118,3,38.0,13.096795,3.028778,14,2.0891235,0.14922309,81.97913
1257,44.557735,5.654858,9.06027,3.8473585,5,40.0,8.381086,3.7834764,10,2.6523116,0.2652312,66.55083
1258,47.023087,8.497909,13.153013,3.8195379,5,42.0,8.971227,5.3650384,8,2.1669562,0.27086955,77.36305
1259,58.481865,14.168388,20.26064,3.1739194,5,50.0,10.380761,5.0844784,16,6.5780554,0.4111285,86.49526
1260,90.57027,14.980688,26.22792,3.6906033,4,77.0,19.737684,2.5059993,36,11.619522,0.3227645,78.98965
1261,37.939014,7.326322,12.340713,4.2195945,5,35.0,7.5878034,0.0,0,0.0,0.0,0.0
1262,35.266777,6.7952027,8.38856,4.356261,6,32.0,5.8777957,0.0,0,0.0,0.0,0.0
1263,78.76528,12.231365,18.354858,3.958263,5,59.0,12.259516,3.5647237,36,17.467697,0.48521382,70.51669
1264,31.185543,5.8891754,6.326568,4.2671723,5,28.0,6.019824,1.7113428,4,1.0864227,0.27160564,78.80705
1265,37.1187,3.014883,10.028782,4.5182676,5,33.0,7.0858264,3.67788,5,1.689566,0.33791327,70.87206
1266,30.66211,5.108118,9.560147,4.002469,5,28.0,6.032851,6.860982,3,0.49785218,0.16595072,78.72715
1267,40.521076,6.123493,9.966297,4.39607,5,34.0,7.2591324,3.5459447,8,4.2254148,0.52817684,80.13166
1268,35.558,5.420541,16.51156,4.3068223,4,32.0,8.58053,3.9041018,5,1.2358767,0.24717535,77.022156
1269,41.528378,8.435424,6.529643,3.7638237,5,32.0,7.011679,3.7714305,14,6.4699826,0.4621416,80.79369
1270,38.51753,6.9826565,7.654366,3.909653,5,30.0,6.7234955,3.6880903,10,4.9000506,0.49000502,82.60337
1271,29.370823,5.2487082,5.6861005,4.4320846,5,24.0,5.2823834,3.2535713,10,2.9589057,0.29589057,69.73217
1272,32.40495,7.310701,7.17011,4.0299077,5,27.0,6.0156336,3.0024102,8,2.3267858,0.29084823,72.39402
1273,34.2177,6.935793,8.51353,4.2298374,5,27.0,5.8807917,7.1101503,11,4.813745,0.4376132,69.726814
1274,33.66776,6.326568,9.935055,3.5360446,5,29.0,6.1878057,3.8398218,10,2.7287302,0.272873,62.93244
1275,26.787012,2.7649446,10.106888,4.717596,5,22.0,5.214786,5.4333625,3,0.7130812,0.23769371,79.43535
1276,33.784294,6.2953258,9.560147,3.1927636,5,27.0,5.935669,2.5570242,18,4.10595,0.22810833,72.38004
1277,38.813595,6.232841,11.778351,4.01183,5,31.0,6.5470963,4.6979356,12,6.0781155,0.50650966,63.83959
1278,35.498028,4.8581796,6.951414,4.214027,5,31.0,6.5749125,2.885958,8,2.6234682,0.32793352,71.22509
1279,39.39267,7.4981546,6.3578105,3.606765,5,33.0,7.3013277,3.136887,11,2.886028,0.26236618,86.2838
1280,32.443275,6.123493,8.669742,3.6555984,5,29.0,6.220811,2.0883002,6,1.3392211,0.22320352,77.6677
1281,32.728264,2.5618696,6.951414,4.0917945,5,30.0,6.5456524,0.0,0,0.0,0.0,0.0
1282,31.693947,5.108118,7.7012296,4.178276,5,29.0,6.114014,2.5986383,5,1.1238759,0.22477517,73.03506
1283,42.109074,6.1703563,13.24674,4.156525,5,38.0,8.027901,3.280548,7,1.9695746,0.2813678,68.87811
1284,57.457344,11.403443,20.541819,3.3384168,4,50.0,12.708833,4.6462727,22,6.6220145,0.30100062,77.65189
1285,64.06001,13.496678,19.432718,3.9282374,5,51.0,10.764388,3.5597963,27,10.2380705,0.37918785,70.04136
1286,58.521873,12.325091,13.043665,3.659695,5,47.0,9.944893,5.3232555,24,8.797418,0.3665591,79.52979
1287,72.23945,18.261131,25.806149,4.249426,5,63.0,13.1247425,5.1305237,19,6.6157393,0.34819674,78.037315
1288,60.66187,9.513284,15.355596,4.302566,5,54.0,11.14432,3.1478782,17,4.940275,0.2906044,83.50328
1289,59.71565,11.793972,12.778105,4.0098042,5,53.0,10.807641,3.5980678,16,5.6774464,0.35484043,69.46596
1290,77.91655,8.560393,16.730257,3.845573,5,68.0,14.102679,3.8491352,23,7.403155,0.32187635,79.42737
1291,36.933094,4.2645755,10.356826,3.8184354,5,33.0,7.160254,1.8799309,5,1.1318264,0.22636525,76.59852
1292,67.04127,11.575276,16.980196,3.352576,5,56.0,11.733916,2.8305159,30,8.371686,0.27905625,73.12327
1293,81.0717,20.198154,22.541327,3.960474,3,64.0,21.878952,3.90256,37,15.434843,0.41715798,83.26457
1294,68.886665,14.683887,19.88573,4.3244553,4,58.0,15.254401,5.073363,23,7.869057,0.34213296,78.1753
1295,53.91663,8.529151,12.418818,3.8683672,6,50.0,8.826993,8.532159,4,0.9546714,0.23866785,74.85615
1296,35.966133,5.7017217,7.545018,4.1718493,5,34.0,7.1932263,0.0,0,0.0,0.0,0.0
1297,56.95048,5.326814,16.63653,3.7929523,4,50.0,12.777067,3.8180783,21,5.842211,0.27820054,75.926476
1298,100.429634,11.262853,19.682655,4.256389,5,73.0,14.995833,4.408229,49,25.450483,0.5193976,72.91302
1299,59.0096,14.637023,17.97995,4.22165,3,46.0,15.625308,3.6892693,20,12.13368,0.60668397,70.0319
1300,75.71328,11.559655,17.386347,4.0746174,5,60.0,12.594193,2.923483,25,12.74231,0.5096924,70.58835
1301,27.645012,5.0612545,7.669987,4.3461103,5,23.0,4.916877,7.850119,12,3.0606244,0.25505203,77.63935
1302,20.991205,5.2643294,6.9045506,4.276533,5,19.0,4.0926657,0.0,2,0.527877,0.2639385,57.550777
1303,28.151058,5.2018447,9.9975395,4.2288685,3,26.0,9.383685,0.0,0,0.0,0.0,0.0
1304,27.644197,5.6861005,5.936039,4.208729,5,25.0,5.253362,1.7345483,4,1.3773891,0.34434727,61.443264
1305,19.960793,3.6397293,5.7798276,4.306601,5,18.0,3.9921587,0.0,0,0.0,0.0,0.0
1306,41.62353,4.108364,12.02829,4.157961,5,35.0,7.491531,4.1739306,16,4.1658764,0.26036733,70.09086
1307,36.687435,7.545018,10.341205,3.7222543,5,30.0,6.4376245,3.849387,16,4.49931,0.28120685,85.07115
1308,31.826803,8.4041815,8.91968,3.3566282,5,27.0,6.078292,4.1296315,4,1.435346,0.3588365,76.50731
1309,22.25434,7.154489,6.638991,4.2581676999999996,4,20.0,5.339455,1.9191709,4,0.89651746,0.22412938,71.85149
1310,26.611544,6.514022,5.0768757,4.166521,5,22.0,4.8579039999999996,5.4125614,10,2.3220255,0.23220256,77.84932
1311,28.284996,7.2638373,7.826199,4.6196623,4,27.0,7.071249,0.0,0,0.0,0.0,0.0
1312,24.120834,6.373431,6.0453873,4.262397,5,22.0,4.824167,0.0,0,0.0,0.0,0.0
1313,46.56751,6.607749,18.292374,3.964023,4,41.0,10.684324,1.8023648,9,3.8302162,0.42557958,75.14801
1314,26.680277,5.873554,6.8889294,4.4573193,5,24.0,5.2836843,0.0,1,0.26185828,0.26185828,65.042305
1315,32.861088,10.13813,7.638745,3.8315694,5,30.0,6.3501935,7.3805113,4,1.1101179,0.27752948,81.350685
1316,24.063938,6.0453873,5.9985237,3.8436513,5,20.0,4.6226287,3.9746943,4,0.95079607,0.23769902,74.29273
1317,35.753635,6.232841,5.5767527,4.2356606,5,33.0,7.1507273,0.0,0,0.0,0.0,0.0
1318,38.527267,7.232595,8.982164,3.9974842,5,32.0,7.0805993,2.9693627,10,3.1242728,0.31242725,70.05423
1319,59.314545,14.355842,17.792496,4.3043313,3,48.0,16.670433,4.0604515,26,9.303242,0.35781696,71.74434
1320,86.00607,10.966051,17.058302,3.7893589,5,68.0,14.133126,3.400262,37,15.340442,0.41460654,77.31868
1321,75.3857,10.919188,19.370234,4.0729027,5,64.0,13.3997345,2.9675152,23,8.387027,0.36465332,67.97589
1322,77.78697,12.465682,21.619678,3.8897638,4,67.0,17.148836,2.9008532,18,9.191629,0.51064616,66.78027
1323,91.94329,7.232595,22.494465,3.1480489,5,76.0,15.581726,4.027852,29,14.034657,0.48395362,77.1623
1324,55.22583,9.778843,14.840097,3.373129,5,49.0,10.175134,3.8201938,12,4.350155,0.3625129,73.09532
1325,73.86661,8.4041815,18.026814,4.1481557,5,60.0,12.384962,4.1106815,27,11.941795,0.44228882,61.52331
1326,61.23162,12.012669,16.370972,3.5794573,4,54.0,13.924738,4.3754377,17,5.53267,0.32545117,70.08205
1327,57.158646,11.012915,8.591636,4.271403,4,50.0,12.847314,5.0162177,11,5.7693973,0.5244907,58.59293
1328,61.2457,8.700984,19.401476,4.159226,4,51.0,13.297903,3.1118193,16,8.054085,0.5033803,62.54888
1329,49.866005,3.5928657,16.308487,4.062606,5,46.0,9.676677,4.247744,7,1.4826248,0.21180353,73.89073
1330,46.439526,9.513284,12.106396,3.87604,4,39.0,10.366408,10.972371,13,4.9738946,0.38260725,68.2862
1331,52.521282,7.154489,11.715867,3.901969,5,48.0,10.103273,5.032749,7,2.0049174,0.28641677,70.79549
1332,81.66244,12.137638,20.68241,4.013115,4,64.0,16.225674,3.6767807,39,16.759733,0.4297367,74.86184
1333,72.09021,16.183517,19.510822,4.5754843,5,62.0,12.922065,6.032483,20,7.479873,0.3739937,83.07395
1334,98.65631,12.856211,25.993603,3.6505988,5,72.0,15.123231,4.145422,41,23.040142,0.56195474,77.31969
1335,52.20689,6.607749,15.6836405,4.568675,5,48.0,10.161108,4.670034,4,1.4013531,0.35033828,65.54369
1336,86.06137,14.293357,21.744648,3.7371633,5,74.0,15.159044,2.8758736,21,10.266135,0.48886353,68.2456
1337,44.866478,8.966543,12.621894,3.8874323,3,40.0,13.501981,3.2823277,17,4.3605356,0.25650212,79.40396
1338,30.33864,6.373431,6.592128,4.1782236,5,27.0,6.067728,0.0,0,0.0,0.0,0.0
1339,19.469305,4.311439,4.2020907,4.3758225,5,16.0,3.893861,0.0,0,0.0,0.0,0.0
1340,34.876175,7.3575644,8.732226,4.2440186,5,32.0,6.975235,0.0,0,0.0,0.0,0.0
1341,22.032171,5.030012,4.936285,4.365149,5,21.0,4.4064345,0.0,0,0.0,0.0,0.0
1342,42.091183,8.950922,11.403443,4.261474,6,37.0,6.621347,10.492125,4,2.3631022,0.59077555,86.828064
1343,36.734447,5.920418,15.558671,4.341972,5,32.0,7.0125537,1.4204096,4,1.6716794,0.41791987,56.269375
1344,29.63292,5.7798276,6.748339,3.4314222,5,27.0,5.8353252,0.0,2,0.45629263,0.22814631,79.490395
1345,35.44413,9.935055,10.013161,4.021062,5,33.0,7.0453105,0.0,1,0.21757752,0.21757752,69.773056
1346,29.24273,3.5772445,6.9201717,4.0382338,5,27.0,5.8485456,0.0,0,0.0,0.0,0.0
1347,49.49768,7.545018,9.841328,4.122931,5,46.0,9.685289,4.3250413,3,1.0712334,0.3570778,55.836777
1348,43.45181,5.1862235,10.997293,4.271821,4,35.0,9.342523,4.9758406,19,6.0817223,0.3200906,71.47548
1349,58.90998,6.732718,18.011192,3.892692,5,51.0,10.762947,6.191032,11,5.095243,0.4632039,58.57377
1350,40.094177,5.920418,8.669742,3.7033029,5,37.0,7.801727,3.0310495,4,1.0855461,0.27138653,79.30439
1351,35.447857,5.592374,10.82546,3.7769935,5,33.0,6.9758973,0.0,2,0.5683707,0.28418535,83.68158
1352,38.742203,4.1239853,9.388314,3.6385465,5,34.0,7.5376706,6.038176,4,1.0538499,0.26346248,82.105606
1353,39.424767,6.7014756,8.716605,4.039481,5,35.0,7.440934,2.8376842,7,2.2201018,0.31715745,77.687454
1354,35.78079,7.013899,11.778351,4.5570483,5,30.0,6.645614,3.6602077,10,2.5527163,0.2552716,82.51109
1355,45.801765,6.935793,20.088806,3.1591525,5,41.0,8.723246,2.297209,8,2.1855378,0.27319223,86.820984
1356,30.527098,4.9987698,7.9980316,3.7936077,5,28.0,5.9651885,2.6389463,4,0.7011572,0.17528932,78.45498
1357,40.61152,6.654612,10.27872,3.7244544,5,38.0,7.823907,3.097601,5,1.4919832,0.29839665,80.27193
1358,47.638515,9.981918,10.481795,4.6444707,5,44.0,9.306526,8.161473,5,1.1058843,0.22117683,76.451935
1359,25.53138,5.717343,6.62337,4.135905,5,23.0,5.0598307,0.0,1,0.23222518,0.23222518,54.62444
1360,41.323364,8.560393,9.544526,3.9855464,5,38.0,8.051278,0.0,6,1.0669714,0.17782855,80.56071
1361,55.335194,8.950922,21.197908,4.08111,5,47.0,10.048665,2.7350364,11,5.0918593,0.4628963,78.69665
1362,42.682945,5.81107,17.558178,3.9523964,5,40.0,8.53659,0.0,0,0.0,0.0,0.0
1363,29.759054,4.7800736,7.607503,3.965496,5,26.0,5.665977,1.240238,6,1.4291697,0.23819493,73.94115
1364,34.84017,7.9980316,7.0763836,4.216827,5,29.0,6.48562,8.406265,7,2.4120715,0.34458163000000003,68.01328
1365,41.37037,4.717589,10.216236,4.317305,5,40.0,8.229015,0.0,1,0.2252915,0.2252915,42.68775
1366,38.702477,7.4200487,10.731734,3.588356,5,33.0,7.0910497,4.1288896,14,3.247229,0.23194495,69.601746
1367,67.80789,5.233087,23.009962,4.1616206,6,57.0,10.088413,2.9616122,18,7.277421,0.4043011,72.71452
1368,30.115671,7.4044275,7.6856084,4.313523,5,27.0,6.023134,0.0,0,0.0,0.0,0.0
1369,37.604546,6.2015986,10.513038,4.061607,5,30.0,6.5214944,3.5039866,11,4.9970703,0.45427912,71.77505
1370,42.43154,8.466666,11.21599,3.5580838,5,36.0,7.727299,3.4331024,16,3.7950432,0.2371902,77.916695
1371,36.195297,4.9050426,7.3888063,3.728202,6,32.0,5.9153476,1.7487463,3,0.7032101,0.23440337,60.36116
1372,62.884666,6.873308,13.840343,3.8827724,6,52.0,9.161695,5.737432,18,7.914501,0.43969446,68.36528
1373,48.631706,5.4830256,11.950184,4.1642056,5,42.0,8.929035,3.0562716,17,3.9865298,0.23450175,74.00822
1374,30.698954,2.5931118,8.044895,4.254357,5,28.0,6.1397905,0.0,0,0.0,0.0,0.0
1375,40.638752,6.7639604,16.527182,3.885859,5,35.0,7.643357,3.1636727,9,2.4219704,0.26910785,77.941765
1376,30.396309,4.155227,8.091759,4.1502447,5,27.0,5.950544,2.4843316,3,0.6435902,0.21453008,59.88533
1377,45.960552,6.1859775,15.636777,4.0985527,5,40.0,8.781273,1.8432443,6,2.054194,0.34236568,67.83577
1378,54.880863,7.0763836,14.637023,3.7308404,5,43.0,9.021838,2.878809,21,9.771675,0.46531782,61.225567
1379,32.67978,3.717835,9.216482,3.954743,5,29.0,6.4317217,0.0,1,0.5211704,0.5211704,95.33794
1380,29.692595,7.2013526,7.0607624,3.5959215,5,25.0,5.5850663,6.7597950000000004,7,1.7672639,0.25246626,65.5779
1381,41.91515,7.8418202,7.123247,3.8058698,5,28.0,6.4756030000000004,4.0259686,16,9.537135,0.596071,69.48924
1382,45.9506,5.7642064,9.935055,3.506896,5,39.0,8.357488,3.7471332999999998,13,4.163162,0.32024327,79.103226
1383,32.05896,3.3741696,5.217466,4.1443424,5,29.0,6.411792,0.0,0,0.0,0.0,0.0
1384,32.24551,7.373185,8.466666,4.026638,5,30.0,6.383866,0.0,1,0.3261793,0.3261793,42.272873
1385,39.36429,10.466174,7.529397,3.9924824,5,33.0,7.107152,3.1307325,8,3.8285282,0.47856602,70.02951
1386,35.435646,6.529643,9.294587,3.8256655,6,32.0,5.7372065,12.02129,6,1.0124091,0.16873485,79.58261
1387,19.125458,5.5767527,6.826445,3.8865721,3,18.0,6.375153,0.0,0,0.0,0.0,0.0
1388,28.264053,2.3587945,8.372939,3.8252137,5,25.0,5.5147915,10.51021,3,0.6900956,0.23003186,92.366394
1389,31.225935,6.5765066,7.513776,4.212987,5,27.0,5.9464064,3.643978,8,1.4939007,0.18673758,74.70452
1390,28.781414,3.9833946,7.654366,4.14442,5,26.0,5.756283,0.0,0,0.0,0.0,0.0
1391,60.315495,3.3897908,16.980196,4.1152606,5,57.0,11.696371,8.729451,4,1.8336376,0.4584094,70.588875
1392,40.977737,7.810578,9.138376,4.3385644,5,35.0,7.52899,12.221935,8,3.3327875,0.41659844,77.65134
1393,33.589943,8.451045,7.451291,3.4930336,5,30.0,6.3509583,3.4634027,4,1.8351516,0.4587879,62.907284
1394,34.857857,7.154489,11.309716,4.017148,5,31.0,6.5538783,4.4870977,10,2.088466,0.2088466,76.496445
1395,28.774208,8.482287,7.9980316,4.232688,5,25.0,5.50737,7.002609,3,1.2373562,0.41245207,81.945435
1396,27.032238,4.7019677,5.1706023,4.090516,5,24.0,5.3426867,0.0,1,0.31880483,0.31880483,65.50591
1397,30.904528,6.717097,9.403935,3.6579173,5,27.0,5.883186,2.508344,6,1.4885999,0.2481,79.60013
1398,27.319588,3.9521523,6.373431,4.068415,5,23.0,5.235308,4.055137,6,1.1430471,0.19050786,82.27738
1399,36.332195,4.9987698,10.263099,3.9961197,5,33.0,7.0514584,3.3131726,6,1.0749023,0.1791504,76.47299
1400,58.321804,8.263591,14.965067,4.5430875,5,52.0,11.056752,5.2700067,12,3.038045,0.2531704,72.87183
1401,39.366272,5.732964,12.106396,4.0338025,5,38.0,7.797711,0.0,1,0.37771815,0.37771815,102.00332
1402,41.120937,6.2797046,11.340959,3.3746827,5,36.0,7.6395903,5.25832,11,2.9229906,0.26572642,73.41701
1403,33.19812,5.5767527,7.3419433,4.256891,5,31.0,6.639624,0.0,0,0.0,0.0,0.0
1404,30.092108,5.9829025,8.51353,3.7539866,5,25.0,5.5735497,3.6398292,4,2.2243607,0.5560902,69.81107
1405,47.60432,6.092251,11.76273,4.454756,5,45.0,9.345316,3.0903857,3,0.8777392,0.29257974,80.21663
1406,29.126682,6.310947,6.4984007,4.3128633,5,25.0,5.681252,3.853731,3,0.720423,0.24014099,71.46934
1407,22.240704,5.795449,5.826691,4.192476,5,20.0,4.4481406,0.0,0,0.0,0.0,0.0
1408,13.494948,2.4212792,3.6709716,4.2266636,4,11.0,3.373737,0.0,0,0.0,0.0,0.0
1409,28.690441,4.3426814,7.310701,3.6730938,5,26.0,5.659247,0.0,2,0.39420587,0.19710293,81.60247
1410,45.874535,5.654858,8.435424,3.5626972,5,41.0,8.759202,5.0330343,10,2.0785344,0.20785342,78.37623
1411,43.172253,6.7639604,12.809347,3.7585354,5,37.0,7.818439,2.8829155,13,4.0800586,0.3138507,65.285706
1412,29.377258,2.8430502,6.326568,4.008188,5,27.0,5.875452,0.0,0,0.0,0.0,0.0
1413,34.854282,6.529643,7.4044275,4.1812725,5,33.0,6.9708567,0.0,0,0.0,0.0,0.0
1414,29.43232,6.310947,5.8423123,4.415053,5,27.0,5.71903,0.0,2,0.8371703,0.41858515,85.504135
1415,34.68062,8.326076,6.0453873,4.422456,5,31.0,6.637486,2.263071,10,1.4931843,0.1493184,86.105064
1416,23.682888,5.233087,4.155227,4.240345,5,21.0,4.7365775,0.0,0,0.0,0.0,0.0
1417,29.58579,3.4210331,7.02952,3.6935368,5,25.0,5.489302,30.630062,9,2.1392846,0.23769829,74.94119
1418,23.988775,3.8428042,6.2015986,3.8833523,5,20.0,4.75714,0.0,1,0.20307502,0.20307502,70.17393
1419,25.350805,4.6707253,4.7019677,4.3112397,5,23.0,5.070161,0.0,0,0.0,0.0,0.0
1420,20.073017,5.920418,5.030012,4.448114,4,18.0,5.0182543,0.0,0,0.0,0.0,0.0
1421,22.940495,2.7649446,7.02952,4.6800566,5,19.0,4.2907400000000004,3.945454,5,1.4867935,0.2973587,72.32121
1422,50.352802,7.873062,12.418818,3.9791887,5,45.0,9.570607,2.615928,6,2.4997685,0.4166281,87.92518
1423,28.090199,8.013653,4.233333,3.2656028,5,25.0,5.339886,13.109412,5,1.3907677,0.27815354,70.9613
1424,36.122906,5.9985237,8.5760145,4.0693197,5,33.0,7.2245812,0.0,0,0.0,0.0,0.0
1425,23.417315,5.7642064,4.4832716,3.1329176,5,19.0,4.367695,4.478887,7,1.5788417,0.22554882,71.910866
1426,23.335024,6.1859775,6.4046736,4.0745025,5,21.0,4.6670046,0.0,0,0.0,0.0,0.0
1427,29.319048,3.5303812,4.73321,4.370115,6,26.0,4.886508,0.0,0,0.0,0.0,0.0
1428,29.664005,5.9047966,5.3424354,4.1209965,5,29.0,5.9328012,0.0,0,0.0,0.0,0.0
1429,36.190872,7.732472,8.810331,4.424685,5,33.0,6.950016,2.9812307,3,1.4407934,0.4802644,48.371555
1430,29.971205,6.0766296,4.795695,3.3717892,5,27.0,5.9328194,0.0,2,0.3071096,0.1535548,66.50416
1431,42.712746,10.794218,6.1703563,3.592595,5,37.0,8.032395,8.662255,8,2.5507693,0.3188462,64.6892
1432,32.792683,5.13936,7.669987,4.139117,5,30.0,6.558537,0.0,0,0.0,0.0,0.0
1433,23.340546,6.5765066,4.6707253,4.1542478,6,20.0,3.890091,0.0,0,0.0,0.0,0.0
1434,26.1112,6.8576875,4.3426814,4.211267,6,23.0,4.3518667,0.0,0,0.0,0.0,0.0
1435,24.30871,6.8576875,7.5762606,3.5435934,5,20.0,4.5897803,1.7665876,5,1.3598095,0.27196193,81.58625
1436,23.975399,8.060516,4.2020907,4.2031565,5,20.0,4.6481857,19.184425,2,0.7344702,0.3672351,74.21072
1437,30.563751,6.154735,4.9050426,4.159741,6,27.0,5.093959,0.0,0,0.0,0.0,0.0
1438,33.55688,6.0610085,5.311193,3.5792215,5,29.0,6.336856,4.3510723,5,1.8726022,0.37452048,72.30013
1439,37.153023,5.826691,5.9985237,3.8505404,5,27.0,5.9872837,3.7810183,16,7.2166076,0.45103797,84.93533
1440,19.843006,5.9047966,4.139606,3.97442,5,17.0,3.8975996999999998,9.164075,2,0.35500762,0.1775038,71.60786
1441,14.10571,2.515006,2.218204,4.357336,5,12.0,2.821142,0.0,0,0.0,0.0,0.0
1442,80.11541,12.403197,25.6968,3.5476081,3,66.0,22.279247,3.339775,45,13.277661,0.29505908,78.970215
1443,67.74587,10.778597,20.0107,3.781595,4,59.0,15.321295,3.2871838,20,6.460691,0.32303452,78.958206
1444,85.2239,16.63653,21.807133,3.6669705,5,71.0,14.552977,3.241075,31,12.459028,0.40190408,65.77727
1445,110.95403,17.152029,28.196186,4.096225,4,83.0,21.013247,4.0412827,61,26.90104,0.44100058,75.774506
1446,117.62693,9.482041,27.680687,3.8929608,5,99.0,20.419096,2.980621,29,15.531439,0.53556687,73.59154
1447,80.02225,17.761253,21.494709,4.276473,4,66.0,17.034637,3.8671596,34,11.883704,0.34952068,70.9188
1448,93.728485,16.35535,24.353382,3.5719125,4,69.0,17.71801,3.6079986,54,22.856464,0.42326772,76.81993
1449,75.278305,17.16765,16.35535,3.9621072,4,60.0,15.379364,4.65986,33,13.760845,0.41699538,72.67759
1450,79.60481,12.465682,19.854488,4.0638385,4,63.0,16.212303,3.7021062,34,14.755594,0.4339881,62.00235
1451,68.13723,18.901598,21.76027,4.1081305,3,56.0,19.17985,4.5241303,28,10.597657,0.3784877,73.4018
1452,82.929375,15.293111,20.541819,3.5463443,5,67.0,13.526767,3.9130495,37,15.295535,0.41339284,70.823944
1453,68.674324,10.794218,21.22915,3.3631258,5,55.0,11.330103,3.3423336,32,12.023815,0.37574422,69.47569
1454,87.35856,19.776382,23.869125,4.0096574,4,68.0,17.600424,3.699762,38,16.956861,0.44623324,77.4687
1455,41.92225,7.8418202,13.371709,4.169135,4,37.0,9.901302,6.0992327,6,2.3170403999999998,0.38617337,67.680824
1456,68.875114,18.12054,18.307995,3.4748397,4,60.0,15.570709,8.7481985,20,6.5922747,0.32961372,77.13286
1457,69.38674,13.5123,23.54108,4.157846,5,56.0,11.777425,4.2555423,23,10.49962,0.4565052,70.59252
1458,82.578804,9.029028,21.463469,4.1003933,5,70.0,14.318849,5.1540575,27,10.984562,0.40683562,74.77962
1459,83.71535,10.481795,21.385363,4.280989,4,65.0,16.812084,3.4018404,35,16.467022,0.47048637,70.359406
1460,81.49765,9.59139,22.900614,3.8026748,4,63.0,16.310253,4.126301,46,16.256632,0.35340506,69.368385
1461,82.6887,19.510822,25.259409,3.8754678,3,65.0,22.214863,4.821513,36,16.044113,0.44566977,69.592094
1462,30.27602,7.654366,7.2950797,4.264111,5,26.0,6.0552044,0.0,0,0.0,0.0,0.0
1463,17.770208,3.0617466,8.279212,4.0361533,4,14.0,4.0237436,3.68765,6,1.6752343,0.2792057,61.20929
1464,29.996214,3.8428042,11.606519,4.035804,3,27.0,9.49933,4.083716,9,1.4982233,0.16646925,77.14542
1465,38.765713,7.9824104,9.435178,4.415951,5,35.0,7.636473,2.9762878,4,0.58335173,0.14583792,82.78572
1466,47.96547,5.0768757,19.042189,3.3828738,5,43.0,9.16565,4.6808953,11,2.1372201,0.19429274,76.91303
1467,29.564634,4.951906,6.810824,4.4487605,5,28.0,5.7838306,11.648357,2,0.6454799,0.32273996,67.96876
1468,40.74938,4.2489543,12.16888,3.9659085,5,36.0,7.6726546,5.600743,7,2.3861077,0.3408725,72.3337
1469,40.848396,4.8738003,9.935055,3.6879122,5,38.0,8.050621,5.150694,3,0.5952923,0.1984308,67.71744
1470,46.73852,8.38856,13.10615,4.418004,5,38.0,8.212453,2.54051,14,5.676262,0.40544733,78.087234
